question_id,question_type,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,reference_url,chatgpt_verified,terminology_status,terminology_notes,exam_section,exam_objectives,topics,difficulty,question_source,review_status,is_outdated
PMLE-0310,single_choice,"You recently deployed an image classification model on Google Cloud. You used Cloud Build to build a CI/CD pipeline for the model. You need to
 ensure that the model stays up-to-date with data and code changes by using an efficient retraining process. What should you do?","Use Cloud Run functions to monitor data drift in real time and trigger a Agent Platform Managed Training job to retrain the model when data drift exceeds a
 predetermined threshold.","Configure a Git repository trigger in Cloud Build to initiate retraining when there are new code commits to the model's repository and a
 Pub/Sub trigger when there is new data in Cloud Storage.",Use Cloud Scheduler to initiate a daily retraining job in Agent Platform Pipelines.,"Configure Cloud Composer to orchestrate a weekly retraining job that includes data extraction from BigQuery, model retraining with Vertex
 AI Training, and model deployment to a Agent Platform endpoint.",,B,"Cloud Build triggers can start the retraining workflow when model code changes, while a Pub/Sub event can start it when new training data arrives in Cloud Storage. This event-driven approach keeps the model current without unnecessary daily or weekly retraining.",https://cloud.google.com/build/docs/automating-builds/create-manage-triggers,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Automating and orchestrating ML pipelines,Automating model retraining; Developing end-to-end ML pipelines,CI/CD; Agents; BigQuery; Cloud Storage,Medium,Original Bank,Updated 2026,FALSE
PMLE-0311,single_choice,"You lead a data science team that is working on a computationally intensive project involving running several experiments. Your team is
 geographically distributed and requires a platform that provides the most effective real-time collaboration and rapid experimentation. You plan to
 add GPUs to speed up your experimentation cycle, and you want to avoid having to manually set up the infrastructure. You want to use the Google-
 recommended approach. What should you do?","Configure a managed Dataproc cluster for large-scale data processing. Configure individual Jupyter notebooks on VMs that each team
 member uses for experimentation and model development.",Use Colab Enterprise with Cloud Storage for data management. Use a Git repository for version control.,Use Agent Platform Workbench and Cloud Storage for data management. Use a Git repository for version control.,"Configure a distributed JupyterLab instance that each team member can access on a Compute Engine VM. Use a shared code repository for
 version control.",,B,"Colab Enterprise is a collaborative managed notebook environment intended for teams that want rapid experimentation without managing notebook infrastructure. It supports GPU runtimes, while Cloud Storage and Git provide shared data and version control.",https://cloud.google.com/colab/docs/introduction,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Collaborating within and across teams to manage data and models,Model prototyping using notebooks,Workbench; Agents; Cloud Storage; Dataproc,Easy,Original Bank,Updated 2026,FALSE
PMLE-0312,single_choice,"You need to train a ControlNet model with Stable Diffusion XL for an image editing use case. You want to train this model as quickly as possible.
 Which hardware configuration should you choose to train your model?",Configure one a2-highgpu-1g instance with an NVIDIA A100 GPU with 80 GB of RAM. Use float32 precision during model training.,Configure one a2-highgpu-1g instance with an NVIDIA A100 GPU with 80 GB of RAM. Use bfloat16 quantization during model training.,"Configure four n1-standard-16 instances, each with one NVIDIA Tesla T4 GPU with 16 GB of RAM. Use float32 precision during model
 training.","Configure four n1-standard-16 instances, each with one NVIDIA Tesla T4 GPU with 16 GB of RAM. Use floar16 quantization during model
 training.",,B,An A100 provides substantially more training throughput and memory bandwidth than the listed T4 configuration. Using bfloat16 mixed precision accelerates tensor operations and reduces memory use while generally preserving model quality better than full float32 training.,https://cloud.google.com/compute/docs/gpus,TRUE,,,Scaling prototypes into ML models,Choosing appropriate hardware for training,Training Hardware; Evaluation Metrics; Foundation Models; Computer Vision,Medium,Original Bank,Verified,FALSE
PMLE-0313,single_choice,"You are the lead ML engineer on a mission-critical project that involves analyzing massive datasets using Apache Spark. You need to establish a
 robust environment that allows your team to rapidly prototype Spark models using Jupyter notebooks. What is the fastest way to achieve this?",Set up a Agent Platform Workbench instance with a Spark kernel.,Use Colab Enterprise with a Spark kernel.,Set up a Dataproc cluster with Spark and use Jupyter notebooks.,Configure a Compute Engine instance with Spark and use Jupyter notebooks.,,C,Dataproc provides a managed Apache Spark environment and supports Jupyter-based interactive development. It is the fastest listed way to begin prototyping Spark models without manually installing and maintaining Spark on Compute Engine.,https://cloud.google.com/dataproc/docs/tutorials/dataproc-hub-admins,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Collaborating within and across teams to manage data and models,Model prototyping using notebooks,Dataproc; Workbench; Agents,Easy,Original Bank,Updated 2026,FALSE
PMLE-0314,single_choice,"You are training a large-scale deep learning model on a Cloud TPU. While monitoring the training progress through Tensorboard, you observe that
 the TPU utilization is consistently low and there are delays between the completion of one training step and the start of the next step. You want to
 improve TPU utilization and overall training performance. How should you address this issue?",Apply tf.data.Detaset.map with vectorized operations and parallelization.,Use tf.data.Detaset.interleave with multiple data sources.,Use tf.data.Detaset.cache on the dataset after the first epoch.,Implement tf.data.Detaset.prefetch in the data pipeline.,,D,"The gap between training steps indicates that the accelerator is waiting for the input pipeline. Prefetch overlaps input preparation with model execution so the next batch is ready when the TPU finishes the current step. Mapping, interleaving, and caching can also help specific bottlenecks, but prefetch directly addresses the observed delay.",https://www.tensorflow.org/guide/data_performance,TRUE,,,Scaling prototypes into ML models,Choosing appropriate hardware for training,Training Hardware; Pipelines; Model Optimization; Vector Search,Medium,Original Bank,Verified,FALSE
PMLE-0315,single_choice,"You are building an ML pipeline to process and analyze both steaming and batch datasets. You need the pipeline to handle data validation,
 preprocessing, model training, and model deployment in a consistent and automated way. You want to design an efficient and scalable solution
 that captures model training metadata and is easily reproducible. You want to be able to reuse custom components for different parts of your
 pipeline. What should you do?",Use Cloud Composer for distributed processing of batch and streaming data in the pipeline.,Use Dataflow for distributed processing of batch and streaming data in the pipeline.,Use Cloud Build to build and push Docker images for each pipeline component.,Implement an orchestration framework such as Kubeflow Pipelines or Agent Platform Pipelines.,,D,"Agent Platform Pipelines or Kubeflow Pipelines provides reusable components, automated orchestration, artifact and metadata tracking, and reproducible execution. Dataflow handles data processing but is not a complete end-to-end ML orchestration framework.",https://cloud.google.com/vertex-ai/docs/pipelines/introduction,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Automating and orchestrating ML pipelines,Developing end-to-end ML pipelines; Exploring and preprocessing data for ML,Pipelines; Agents; Dataflow; Kubeflow,Medium,Original Bank,Updated 2026,FALSE
PMLE-0316,single_choice,"You are developing an ML model on Vertex AI that needs to meet specific interpretability requirements for regulatory compliance. You want to use
 a combination of model architectures and modeling techniques to maximize accuracy and interpretability. How should you create the model?","Use a convolutional neural network (CNN)-based deep learning model architecture, and use local interpretable model-agnostic explanations
 (LIME) for interpretability.","Use a recurrent neural network (RNN)-based deep learning model architecture, and use integrated gradients for interpretability.","Use a boosted decision tree-based model architecture, and use SHAP values for interpretability.","Use a long short-term memory (LSTM)-based model architecture, and use local interpretable model-agnostic explanations (LIME) for
 interpretability.",,C,Boosted decision trees typically provide strong accuracy on tabular problems while remaining more interpretable than deep sequence or vision architectures. SHAP values give both global and local feature contributions and are well suited to tree-based models.,https://cloud.google.com/vertex-ai/docs/explainable-ai/configuring-explanations-feature-based,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Scaling prototypes into ML models,"Building models given the task considering cost, complexity, latency, and scalability",Evaluation Metrics; Explainability; Classification,Medium,Original Bank,Needs Review,TRUE
PMLE-0317,single_choice,"You have developed a fraud detection model for a large financial institution using Vertex AI. The model achieves high accuracy, but the
 stakeholders are concerned about the model's potential for bias based on customer demographics. You have been asked to provide insights into
 the model's decision-making process and identify any fairness issues. What should you do?","Create feature groups using Agent Platform Feature Store to segregate customer demographic features and non-demographic features. Retrain
 the model using only non-demographic features.",Use feature attribution in Vertex AI to analyze model predictions and the impact of each feature on the model's predictions.,"Enable Agent Platform Model Monitoring to detect training-serving skew. Configure an alert to send an email when the skew or drift for a modes
 feature exceeds a predefined threshold. Re-train the model by appending new data to existing raining data.","Compile a dataset of unfair predictions. Use Vertex AI Vector Search to identify similar data points in the model's predictions. Report these
 data points to the stakeholders.",,B,Feature attributions show how demographic and non-demographic inputs influence individual predictions and can help identify suspicious dependencies. They should be combined with slice-based fairness metrics because explanations alone do not establish whether a model is fair.,https://cloud.google.com/vertex-ai/docs/explainable-ai/overview,TRUE,REVIEW_AMBIGUOUS,Vector Search and Vector Search 2.0 map to different current products. | Generic or unrecognized Vertex AI reference requires contextual review.,Monitoring AI solutions,"Identifying risks to AI solutions; Building models given the task considering cost, complexity, latency, and scalability",Responsible AI; Explainability; Vector Search; Agents,Medium,Original Bank,Needs Review,TRUE
PMLE-0318,single_choice,"You developed an ML model using Vertex AI and deployed it to a Agent Platform endpoint. You anticipate that the model will need to be retrained as new
 data becomes available. You have configured a Agent Platform Model Monitoring Job. You need to monitor the model for feature attribution drift and
 establish continuous evaluation metrics. What should you do?","Set up alerts using Cloud Logging, and use the Vertex AI console to review feature attributions.","Set up alerts using Cloud Logging, and use Looker Studio to create a dashboard that visualizes feature attribution drift. Review the
 dashboard periodically.","Enable request-response logging for the Agent Platform endpoint, and set up alerts using Pub/Sub. Create a Cloud Run function to run
 TensorFlow Data Validation on your dataset.","Enable request-response logging for the Agent Platform endpoint, and set up alerts using Cloud Logging. Review the feature attributions in the
 Google Cloud console when an alert is received.",,D,"Feature attribution drift requires prediction and explanation data from the endpoint, so request-response logging must be enabled. Configure monitoring alerts through Cloud Logging and investigate attribution changes in the Google Cloud console. This addresses drift monitoring; true continuous quality evaluation additionally requires labels when they become available.",https://cloud.google.com/vertex-ai/docs/model-monitoring/monitor-explainable-ai,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Monitoring AI solutions,"Monitoring, testing, and troubleshooting AI solutions; Identifying risks to AI solutions",Model Monitoring; Agents; Cloud Run; Custom Training,Medium,Original Bank,Needs Review,TRUE
PMLE-0319,single_choice,"You work as an ML researcher at an investment bank, and you are experimenting with the Gemma large language model (LLM). You plan to deploy
 the model for an internal use case. You need to have full control of the mode's underlying infrastructure and minimize the model's inference time.
 Which serving configuration should you use for this task?",Deploy the model on a Agent Platform endpoint manually by creating a custom inference container.,Deploy the model on a Google Kubernetes Engine (GKE) cluster by using the deployment options in Model Garden.,Deploy the model on a Agent Platform endpoint by using one-click deployment in Model Garden.,Deploy the model on a Google Kubernetes Engine (GKE) cluster manually by cresting a custom yaml manifest.,,B,"GKE provides control over the serving infrastructure, accelerators, networking, scaling, and inference stack. Using the Model Garden deployment option for GKE provides an optimized starting configuration and is less error-prone than manually authoring every manifest, while retaining more infrastructure control than a managed Agent Platform endpoint.",https://cloud.google.com/kubernetes-engine/docs/tutorials/serve-gemma-gpu-vllm,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Serving and scaling models,Scaling online model serving; Serving models,GKE; Gemini; Foundation Models; Agents,Hard,Original Bank,Updated 2026,FALSE
PMLE-0320,single_choice,"You are an ML researcher and are evaluating multiple deep learning-based model architectures and hyperparameter configurations. You need to
 implement a robust solution to track the progress of each model iteration, visualize key metrics, gain insights into model internals, and optimize
 training performance.
 You want your solution to have the most efficient and powerful approach to compare the models and have the strongest visualization abilities.
 How should you bull this solution?","Use Vertex AI TensorBoard for in-depth visualization and analysis, and use BigQuery for experiment tracking and analysis.","Use Vertex AI TensorBoard for visualizing training progress and model behavior, and use Agent Platform Feature Store to stove and manage
 experiment data for analysis and reproducibility.","Use Experiments on Agent Platform for tracking iterations and comparison, and use Vertex AI TensorBoard for visualization and analysis of the
 training metrics and model architecture.","Use Experiments on Agent Platform for tracking iterations and comparison, and use BigQuery and Looker Studio for visualization and analysis of the
 training metrics and model architecture.",,C,"Experiments on Agent Platform tracks model iterations, parameters, and metrics for comparison, while Vertex AI TensorBoard provides powerful visualization of training curves, profiling data, embeddings, and model behavior. BigQuery and Feature Store are not substitutes for dedicated experiment tracking.",https://cloud.google.com/vertex-ai/docs/experiments/tensorboard-overview,TRUE,REVIEW_AMBIGUOUS,TensorBoard branding is not a simple one-to-one replacement in the official mapping. | Generic or unrecognized Vertex AI reference requires contextual review.,Collaborating within and across teams to manage data and models,Tracking and running ML experiments; Training models,Experiments; Hyperparameter Tuning; Embeddings; Agents,Easy,Original Bank,Needs Review,TRUE
PMLE-0321,single_choice,"You are developing a model to detect fraudulent credit card transactions. You need to prioritize detection, because missing even one fraudulent
 transaction could severely impact the credit card holder. You used AutoML to train a model on users' profile information and credit card
 transaction data. After training the initial model, you notice that the model is failing to detect many fraudulent transactions. How should you
 increase the number of fraudulent transactions that are detected?",Add more non-fraudulent examples to the training set.,Reduce the maximum number of node hours for training.,Increase the probability threshold to classify a fraudulent transaction.,Decrease the probability threshold to classify a fraudulent transaction.,,D,"Lowering the classification threshold causes more transactions to be labeled as fraudulent, which raises recall and reduces false negatives. This is appropriate when missing fraud is especially costly, although it will usually increase false positives and should be tuned against the business cost.",https://cloud.google.com/vertex-ai/docs/tabular-data/classification-regression/evaluate-model,TRUE,,,Monitoring AI solutions,"Monitoring, testing, and troubleshooting AI solutions",Evaluation Metrics; Classification; AutoML; Model Monitoring,Easy,Original Bank,Verified,FALSE
PMLE-0322,single_choice,"You work at an organization that maintains a cloud-based communication platform that integrates conventional chat, voice, and video
 conferencing into one platform. The audio recordings are stored in Cloud Storage. All recordings have a 16 kHz sample rate and are more than one
 minute long. You need to implement a new feature in the platform that will automatically transcribe voice call recordings into text for future
 applications, such as call summarization and sentiment analysis. How should you implement the voice call transcription feature while following
 Google-recommended practices?","Use the original audio sampling rate, and transcribe the audio by using the Speech-to-Text API with synchronous recognition.","Use the original audio sampling rate, and transcribe the audio by using the Speech-to-Text API with asynchronous recognition.","Downsample the audio recordings to 8 kHz, and transcribe the audio by using the Speech-to-Text API with synchronous recognition.","Downsample the audio recordings to 8 kHz, and transcribe the audio by using the Speech-to-Text API with asynchronous recognition.",,B,"Recordings longer than one minute should use asynchronous, long-running Speech-to-Text recognition. Keep the original 16 kHz sample rate because downsampling discards acoustic information and provides no benefit.",https://cloud.google.com/speech-to-text/docs/async-recognize,TRUE,,,Architecting low-code AI solutions,Building AI solutions using Google Cloud AI APIs or foundational models,Speech-to-Text; Cloud Storage; Data Preparation; NLP,Easy,Original Bank,Verified,FALSE
PMLE-0323,single_choice,"You have created multiple versions of an ML model and have imported them to Agent Platform Model Registry. You want to perform A/B testing to
 identify the best performing model using the simplest approach. What should you do?","Split incoming traffic to distribute prediction requests among the versions. Monitor the performance of each version using Vertex AI's built-
 in monitoring tools.","Split incoming traffic among Google Kubernetes Engine (GKE) clusters, and use Traffic Director to distribute prediction requests to different
 versions. Monitor the performance of each version using Cloud Monitoring.","Split incoming traffic to distribute prediction requests among the versions. Monitor the performance of each version using Looker Studio
 dashboards that compare logged data for each version.","Split incoming traffic among separate Cloud Run instances of deployed models. Monitor the performance of each version using Cloud
 Monitoring.",,A,Deploy multiple model versions to the same Agent Platform endpoint and use its traffic split to distribute requests. This is the simplest managed A/B testing setup and preserves one client endpoint while built-in monitoring and application metrics compare outcomes.,https://cloud.google.com/vertex-ai/docs/predictions/using-traffic-split,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Serving and scaling models,Serving models,Deployment Strategies; Model Registry; Agents; Cloud Run,Easy,Original Bank,Needs Review,FALSE
PMLE-0324,single_choice,"You need to train an XGBoost model on a small dataset. Your training code requires custom dependencies. You need to set up a Vertex AI custom
 training job. You want to minimize the startup time of the training job while following Google-recommended practices. What should you do?","Create a custom container that includes the data and the custom dependencies. In your training application, load the data into a pandas
 DataFrame and train the model.","Store the data in a Cloud Storage bucket, and use the XGBoost prebuilt custom container to run your training application. Create a Python
 source distribution that installs the custom dependencies at runtime. In your training application, read the data from Cloud Storage and train
 the model.","Use the XGBoost prebuilt custom container. Create a Python source distribution that includes the data and installs the custom
 dependencies at runtime. In your training application, load the data into a pandas DataFrame and train the model.","Store the data in a Cloud Storage bucket, and create a custom container with your training application and its custom dependencies. In your
 training application, read the data from Cloud Storage and train the model.",,A,"For a small dataset, packaging the data, training application, and custom dependencies in one custom container minimizes startup time by eliminating runtime package installation and data download. The tradeoff is rebuilding the image whenever the embedded data changes.",https://cloud.google.com/vertex-ai/docs/training/containers-overview,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Scaling prototypes into ML models,Training models,Custom Containers; Model Optimization; Custom Training; Cloud Storage,Medium,Original Bank,Needs Review,TRUE
PMLE-0325,single_choice,"You are building an ML model to predict customer churn for a subscription service. You have trained your model on Vertex AI using historical data,
 and deployed it to a Agent Platform endpoint for real-time predictions. After a few weeks, you notice that the model's performance, measured by AUC
 (area under the ROC curve), has dropped significantly in production compared to its performance during training. How should you troubleshoot
 this problem?",Monitor the training/serving skew of feature values for requests sent to the endpoint.,"Monitor the resource utilization of the endpoint, such as CPU and memory usage, to identify potential bottlenecks in performance.","Enable Vertex Explainable AI feature attribution to analyze model predictions and understand the impact of each feature on the model's
 predictions.",Monitor the latency of the endpoint to determine whether predictions are being served within the expected time frame.,,A,A large production AUC drop with the same deployed model commonly indicates that production feature values differ from the training distribution or that preprocessing differs between training and serving. Training-serving skew monitoring is therefore the most direct first diagnostic among the options.,https://cloud.google.com/vertex-ai/docs/model-monitoring/using-model-monitoring,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Monitoring AI solutions,"Monitoring, testing, and troubleshooting AI solutions; Automating model retraining",Model Monitoring; Evaluation Metrics; Agents; Training Hardware,Medium,Original Bank,Needs Review,TRUE
PMLE-0326,single_choice,"You work at an organization that manages a popular payment app. You built a fraudulent transaction detection model by using scikit-learn and
 deployed it to a Agent Platform endpoint. The endpoint is currently using 1 e2-standard-2 machine with 2 vCPUs and 8 GB of memory. You discover that
 traffic on the gateway fluctuates to four times more than the endpoint's capacity. You need to address this issue by using the most cost-effective
 approach. What should you do?",Re-deploy the model with a TPU accelerator.,Change the machine type to e2-highcpu-32 with 32 vCPUs and 32 GB of memory.,"Set up a monitoring job and an alert for CPU usage. If you receive an alert, scale the vCPUs as needed.","Increase the number of maximum replicas to 6 nodes, each with 1 e2-standard-2 machine.",,D,"The workload fluctuates to roughly four times current capacity. Horizontal autoscaling with several small CPU replicas is more cost-effective and resilient than permanently switching to a very large machine, manually scaling after alerts, or adding a TPU that scikit-learn does not use.",https://cloud.google.com/vertex-ai/docs/predictions/autoscaling,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Serving and scaling models,Scaling online model serving,Autoscaling; Training Hardware; Online Inference; Agents,Medium,Original Bank,Updated 2026,FALSE
PMLE-0327,single_choice,"You are developing an AI text generator that will be able to dynamically adapt its generated responses to mirror the writing style of the user and
 mimic famous authors if their style is detected. You have a large dataset of various authors' works, and you plan to host the model on a custom
 VM. You want to use the most effective model. What should you do?","Deploy Llama 3 from Model Garden, and use prompt engineering techniques.",Fine-tune a BERT-based model from TensorFlow Hub.,Fine-tune Llama 3 from Model Garden on Agent Platform Pipelines.,Use the Gemini 1.5 Flash foundational model to build the text generator.,,C,"The model must learn nuanced domain and author-specific writing patterns, which is better addressed by fine-tuning a generative model than by prompt routing alone. Llama is a causal generative model suitable for this task, while BERT is not designed for free-form generation. Confirm the legal and policy implications of imitating living authors.",https://cloud.google.com/vertex-ai/generative-ai/docs/models/tune-models,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Scaling prototypes into ML models,Training models,Fine Tuning; Foundation Models; Gemini; Prompt Engineering,Medium,Original Bank,Updated 2026,FALSE
PMLE-0328,single_choice,"You are a lead ML architect at a small company that is migrating from on-premises to Google Cloud. Your company has limited resources and
 expertise in cloud infrastructure. You want to serve your models from Google Cloud as soon as possible. You want to use a scalable, reliable, and
 cost-effective solution that requires no additional resources. What should you do?",Configure Compute Engine VMs to host your models.,Create a Cloud Run function to deploy your models as serverless functions.,"Create a managed cluster on Google Kubernetes Engine (GKE), and deploy your models as containers.",Deploy your models on Agent Platform endpoints.,,D,"Agent Platform endpoints provide managed, scalable, highly available online model serving and autoscaling without requiring the company to operate VMs, Kubernetes clusters, or a custom serverless wrapper.",https://cloud.google.com/vertex-ai/docs/predictions/get-online-predictions,TRUE,UPDATED_OBVIOUS,Applied official direct product-name mappings only.,Serving and scaling models,Scaling online model serving,Online Inference; Autoscaling; Agents; Cloud Run,Easy,Original Bank,Updated 2026,FALSE
PMLE-0329,single_choice,"You deployed a conversational application that uses a large language model (LLM). The application has 1,000 users. You collect user feedback
 about the verbosity and accuracy of the model 's responses. The user feedback indicates that the responses are factually correct but users want
 different levels of verbosity depending on the type of question. You want the model to return responses that are more consistent with users'
 expectations, and you want to use a scalable solution. What should you do?","Implement a keyword-based routing layer. If the user's input contains the words ""detailed"" or ""description,"" return a verbose response. If the
 user's input contains the word ""fact."" re-prompt the language model to summarize the response and return a concise response.","Ask users to provide examples of responses with the appropriate verbosity as a list of question and answer pairs. Use this dataset to
 perform supervised fine tuning of the foundational model. Re-evaluate the verbosity of responses with the tuned model.","Ask users to indicate all scenarios where they expect concise responses versus verbose responses. Modify the application 's prompt to
 include these scenarios and their respective verbosity levels. Re-evaluate the verbosity of responses with updated prompts.","Experiment with other proprietary and open-source LLMs. Perform A/B testing by setting each model as your application's default model.
 Choose a model based on the results.",,B,The organization has user feedback that can be converted into examples pairing questions with appropriately concise or detailed responses. Supervised fine-tuning teaches the behavior more consistently and at greater scale than brittle keyword routing or continually expanding a long application prompt. A smaller prompt-only change should still be tested first when adequate.,https://cloud.google.com/vertex-ai/generative-ai/docs/models/tune-models,TRUE,,,Scaling prototypes into ML models,Training models,Fine Tuning; Foundation Models; Prompt Engineering; Deployment Strategies,Medium,Original Bank,Verified,FALSE
PMLE-0330,single_choice,"You are using Vertex AI to manage your ML models and datasets. You recently updated one of your models. You want to track and compare the
 new version with the previous one and incorporate dataset versioning. What should you do?","Use Vertex AI TensorBoard to visualize the training metrics of the new model version, and use Data Catalog to manage dataset versioning.","Use Agent Platform Model Monitoring to monitor the performance of the new model version, and use Agent Platform Managed Training to manage dataset
 versioning.","Use Experiments on Agent Platform to track and compare model artifacts and versions, and use Agent Platform ML Metadata to manage dataset versioning.","Use Experiments on Agent Platform to track and compare model artifacts and versions, and use Agent Platform managed datasets to manage dataset
 versioning.",,C,"Experiments on Agent Platform compares runs, parameters, metrics, and associated model artifacts. Agent Platform ML Metadata records dataset artifacts, versions, executions, and lineage, making it the appropriate system for connecting the new model version to the data used to produce it.",https://cloud.google.com/vertex-ai/docs/ml-metadata/introduction,TRUE,REVIEW_AMBIGUOUS,TensorBoard branding is not a simple one-to-one replacement in the official mapping. | Generic or unrecognized Vertex AI reference requires contextual review.,Collaborating within and across teams to manage data and models,Tracking and running ML experiments; Developing end-to-end ML pipelines,Experiments; ML Metadata; Agents; Custom Training,Medium,Original Bank,Needs Review,TRUE
PMLE-0331,single_choice,"You are creating a retraining policy for a customer churn prediction model deployed in Vertex AI. New training data is added weekly. You want to
 implement a model retraining process that minimizes cost and effort. What should you do?","Retrain the model when a significant shift in the distribution of customer attributes is detected in the production data compared to the
 training data.",Retrain the model when the model's latency increases by 10% due to increased traffic.,Retrain the model when the model accuracy drops by 10% on the new training dataset.,Retrain the model every week when new training data is available.,,A,Retraining when significant training-serving skew is detected avoids paying for unconditional weekly retraining and targets periods when the production population has changed. The candidate model must still be evaluated and promoted only if it improves quality; skew alone does not guarantee degradation.,https://cloud.google.com/vertex-ai/docs/model-monitoring/using-model-monitoring,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,"Automating model retraining; Monitoring, testing, and troubleshooting AI solutions",Model Monitoring; Pipelines; Evaluation Metrics; Classification,Medium,Original Bank,Needs Review,TRUE
PMLE-0332,single_choice,"You are an AI engineer with an apparel retail company. The sales team has observed seasonal sales patterns over the past 5-6 years. The sales
 team analyzes and visualizes the weekly sales data stored in CSV files. You have been asked to estimate weekly sales for future seasons to
 optimize inventory and personnel workloads. You want to use the most efficient approach. What should you do?","Upload the files into Cloud Storage. Use Python to preprocess and load the tabular data into BigQuery. Use time series forecasting models
 to predict weekly sales.","Upload the files into Cloud Storage. Use Python to preprocess and load the tabular data into BigQuery. Train a logistic regression model by
 using BigQuery ML to predict each product's weekly sales as one of three categories: high, medium, or low.","Load the files into BigQuery. Preprocess data by using BigQuery SQL. Connect BigQuery to Looker. Create a Looker dashboard that shows
 weekly sales trends in real time and can slice and dice the data based on relevant filters.","Create a custom conversational application using Vertex AI Agent Builder. Include code that enables file upload functionality, and upload
 the files. Use few-shot prompting and retrieval-augmented generation (RAG) to predict future sales trends by using the Gemini large language
 model (LLM).",,A,"Weekly sales are a time-series forecasting problem. Load the CSV data into BigQuery, prepare the time-indexed features, and train a forecasting model. Logistic classification, a visualization-only dashboard, or an LLM-based RAG application does not directly forecast numeric sales.",https://cloud.google.com/bigquery/docs/time-series-forecasting-tutorial,TRUE,REVIEW_AMBIGUOUS,Agent Builder features were split or renamed; contextual review is required. | Generic or unrecognized Vertex AI reference requires contextual review.,Scaling prototypes into ML models,"Building models given the task considering cost, complexity, latency, and scalability",Forecasting; Time Series; BigQuery; BigQuery ML,Easy,Original Bank,Needs Review,FALSE
PMLE-0333,single_choice,"Your company's business stakeholders want to understand the factors driving customer churn to inform their business strategy. You need to build
 a customer churn prediction model that prioritizes simple interpretability of your model's results. You need to choose the ML framework and
 modeling technique that will explain which features led to the prediction. What should you do?","Build a TensorFlow deep neural network (DNN) model, and use SHAP values for feature importance analysis.","Build a PyTorch long short-term memory (LSTM) network, and use attention mechanisms for interpretability.","Build a logistic regression model in scikit-learn, and interpret the model's output coefficients to understand feature impact.","Build a linear regression model in scikit-learn, and interpret the model's standardized coefficients to understand feature impact.",,C,"Customer churn is binary classification, and logistic regression is intentionally simple and interpretable. After appropriate preprocessing, coefficient signs and magnitudes show how features affect log-odds. A linear regression model is not appropriate for a binary target, while deep models require post-hoc explanations.",https://developers.google.com/machine-learning/crash-course/logistic-regression,TRUE,,,Scaling prototypes into ML models,"Building models given the task considering cost, complexity, latency, and scalability",Regression; Classification; Custom Training,Easy,Original Bank,Verified,FALSE
PMLE-0334,single_choice,"You are responsible for managing and monitoring a Vertex AI model that is deployed in production. You want to automatically retrain the model
 when its performance deteriorates. What should you do?","Create a Agent Platform Model Monitoring job to track the model's performance with production data, and trigger retraining when specific metrics
 drop below predefined thresholds.","Collect feedback from end users, and retrain the model based on their assessment of its performance.","Configure a scheduled job to evaluate the model's performance on a static dataset, and retrain the model if the performance drops below
 predefined thresholds.","Use Vertex Explainable AI to analyze feature attributions and identify potential biases in the model. Retrain when significant shifts in
 feature importance or biases are detected.",,A,"Agent Platform Model Monitoring can detect changes in production inputs, predictions, and feature attributions and issue alerts that trigger a retraining workflow. The question overstates direct performance monitoring: without ground-truth labels, drift is a proxy rather than an accuracy measurement, so candidate models still require labeled evaluation before deployment.",https://cloud.google.com/vertex-ai/docs/model-monitoring/overview,TRUE,REVIEW_AMBIGUOUS,Generic or unrecognized Vertex AI reference requires contextual review.,Automating and orchestrating ML pipelines,"Automating model retraining; Monitoring, testing, and troubleshooting AI solutions",Model Monitoring; Agents; Responsible AI; Evaluation Metrics,Medium,Original Bank,Needs Review,TRUE
